Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Chicago;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2017;8200;2019-06-02;2019-06
Madison;Thar;Mahindra;SUV;White;Manual;5;3;Petrol;2023;7600;2024-12-24;2024-12
North Carolina;Swift;Maruti;Sedan;Red;Manual;5;4;Hybrid;2020;7900;2018-05-12;2018-05
San Jose;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2018;9600;2020-02-21;2020-02
North Carolina;Seltos;Kia;Hatchback;Gray;Manual;5;5;Hybrid;2018;7600;2023-02-17;2023-02
Florida;Yodha;Tata;Truck;Blue;Manual;3;2;Hybrid;2022;8200;2020-06-02;2020-06
California;Thar;Mahindra;SUV;Gray;Automatic;5;3;Hybrid;2015;9400;2022-09-07;2022-09
Denver;Dzire;Maruti;Sedan;Black;Automatic;5;5;Electric;2023;8100;2017-08-27;2017-08
Tucson;Etriga;Maruti;Hatchback;White;Automatic;4;5;Petrol;2015;6900;2023-10-25;2023-10
Detroit;Yodha;Tata;Truck;Red;Automatic;3;2;Petrol;2015;7900;2021-04-16;2021-04
Oklahoma;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2019;10500;2022-10-19;2022-10
Oklahoma;i20;Hyundai;Hatchback;Gray;Manual;4;5;Electric;2015;8400;2022-07-24;2022-07
Madison;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2018;8600;2023-09-30;2023-09
Florida;Hilux;Toyota;Truck;White;Manual;4;2;Petrol;2023;7100;2024-12-06;2024-12
New York;Seltos;Kia;Hatchback;Black;Automatic;5;5;Hybrid;2021;7300;2022-06-16;2022-06
Philadelphia;Creta;Hyundai;Hatchback;Red;Manual;5;5;Petrol;2021;6300;2017-03-23;2017-03
Madison;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Hybrid;2024;8500;2015-11-05;2015-11
New York;Hilux;Toyota;Truck;Black;Manual;4;2;Hybrid;2023;8100;2020-06-21;2020-06
Madison;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2022;7800;2019-03-17;2019-03
Tennessee;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Electric;2022;8200;2016-06-28;2016-06
North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Hybrid;2019;7500;2017-02-02;2017-02
North Carolina;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Hybrid;2015;8400;2023-01-20;2023-01
New York;Yodha;Tata;Truck;Red;Manual;3;2;Electric;2018;9100;2018-05-25;2018-05
Florida;Seltos;Kia;Hatchback;White;Manual;5;5;Petrol;2015;6900;2021-09-27;2021-09
Florida;Plato;Prazo;Convertible;Blue;Manual;2;2;Hybrid;2016;10300;2020-06-04;2020-06
Columbus;Etriga;Maruti;Hatchback;Red;Manual;4;5;Diesel;2017;6800;2024-10-06;2024-10
North Carolina;Creta;Hyundai;Hatchback;White;Manual;5;5;Electric;2019;8000;2015-07-29;2015-07
Utah;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2021;7400;2022-04-27;2022-04
Philadelphia;Swift;Maruti;Sedan;Black;Automatic;5;4;Electric;2019;8500;2023-07-18;2023-07
Detroit;Seltos;Kia;Hatchback;Black;Manual;5;5;Hybrid;2015;7900;2019-11-18;2019-11
Columbus;Yodha;Tata;Truck;Gray;Automatic;3;2;Petrol;2020;7400;2020-01-18;2020-01
Florida;Yodha;Tata;Truck;White;Automatic;3;2;Electric;2019;9000;2023-04-24;2023-04
Madison;Seltos;Kia;Hatchback;Red;Manual;5;5;Hybrid;2017;7700;2022-02-25;2022-02
Denver;Plato;Prazo;Convertible;Red;Manual;2;2;Petrol;2022;8700;2015-03-29;2015-03
Columbus;Kags;Renault;SUV;Blue;Automatic;7;5;Diesel;2023;7700;2020-06-21;2020-06
Denver;Kags;Renault;SUV;Blue;Manual;7;5;Petrol;2018;8100;2020-11-15;2020-11
Detroit;Thar;Mahindra;SUV;Red;Automatic;5;3;Hybrid;2023;8600;2022-05-04;2022-05
Columbus;Kags;Renault;SUV;Black;Automatic;7;5;Hybrid;2018;9100;2017-09-24;2017-09
Tucson;Kags;Renault;SUV;Blue;Manual;7;5;Diesel;2022;7800;2023-06-18;2023-06
Columbus;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2015;10900;2024-06-03;2024-06
New York;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2022;8700;2023-04-16;2023-04
Denver;Thar;Mahindra;SUV;Blue;Automatic;5;3;Electric;2019;9500;2015-03-05;2015-03
Philadelphia;Yodha;Tata;Truck;Gray;Manual;3;2;Diesel;2018;7700;2016-08-03;2016-08
Columbus;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Diesel;2019;8100;2020-09-12;2020-09
Philadelphia;Plato;Prazo;Convertible;Red;Manual;2;2;Electric;2018;10600;2015-08-14;2015-08
Texas;Creta;Hyundai;Hatchback;White;Automatic;5;5;Electric;2024;7500;2023-01-08;2023-01
Denver;Thar;Mahindra;SUV;Red;Automatic;5;3;Electric;2022;9200;2022-04-29;2022-04
Tennessee;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Hybrid;2016;7800;2015-05-03;2015-05
Detroit;Kags;Renault;SUV;Black;Automatic;7;5;Diesel;2020;8000;2022-07-29;2022-07
California;Etriga;Maruti;Hatchback;Black;Manual;4;5;Diesel;2018;6700;2023-12-27;2023-12
San Jose;Swift;Maruti;Sedan;White;Automatic;5;4;Diesel;2020;7000;2020-05-15;2020-05
Madison;Scorpio;Mahindra;SUV;White;Manual;5;5;Hybrid;2022;8700;2024-04-16;2024-04
Philadelphia;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2018;6700;2022-04-20;2022-04
San Jose;Dzire;Maruti;Sedan;Blue;Manual;5;5;Electric;2023;8100;2017-12-26;2017-12
Texas;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Diesel;2018;8200;2017-07-01;2017-07
Tennessee;Swift;Maruti;Sedan;Blue;Manual;5;4;Petrol;2020;6900;2021-03-28;2021-03
San Jose;Hilux;Toyota;Truck;Black;Manual;4;2;Electric;2017;9200;2018-08-01;2018-08
California;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2018;8100;2015-05-05;2015-05
New York;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2016;8400;2023-08-21;2023-08
Florida;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2015;8000;2020-04-23;2020-04
North Carolina;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2017;8200;2019-07-21;2019-07
Portland;Swift;Maruti;Sedan;White;Automatic;5;4;Electric;2021;8300;2022-08-08;2022-08
Utah;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2015;8400;2017-08-15;2017-08
Philadelphia;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Hybrid;2024;7000;2021-12-19;2021-12
Chicago;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Electric;2016;9800;2015-06-17;2015-06
North Carolina;Kags;Renault;SUV;Black;Manual;7;5;Electric;2015;9900;2023-11-02;2023-11
Tucson;Kags;Renault;SUV;White;Automatic;7;5;Hybrid;2022;8700;2019-06-13;2019-06
San Jose;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2022;8700;2018-11-20;2018-11
Chicago;Hilux;Toyota;Truck;Red;Manual;4;2;Hybrid;2017;8700;2016-02-11;2016-02
Columbus;Plato;Prazo;Convertible;Blue;Automatic;2;2;Diesel;2017;9300;2016-04-23;2016-04
Detroit;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Diesel;2023;7700;2024-03-09;2024-03
Texas;Yodha;Tata;Truck;Red;Manual;3;2;Hybrid;2016;8800;2024-05-29;2024-05
Philadelphia;Plato;Prazo;Convertible;Black;Automatic;2;2;Petrol;2020;8900;2019-03-03;2019-03
California;Swift;Maruti;Sedan;Red;Manual;5;4;Petrol;2023;6600;2022-01-03;2022-01
New York;Dzire;Maruti;Sedan;Red;Automatic;5;5;Hybrid;2016;8300;2023-04-13;2023-04
Detroit;Fortuner;Toyota;SUV;Red;Automatic;8;5;Petrol;2024;7500;2019-09-08;2019-09
Oklahoma;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2024;8500;2019-11-09;2019-11
North Carolina;Swift;Maruti;Sedan;White;Manual;5;4;Electric;2019;8500;2019-01-19;2019-01
Tucson;Etriga;Maruti;Hatchback;Black;Manual;4;5;Diesel;2017;6800;2022-03-03;2022-03
North Carolina;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Diesel;2022;7800;2021-03-17;2021-03
North Carolina;Yodha;Tata;Truck;Blue;Automatic;3;2;Hybrid;2022;8200;2016-03-20;2016-03
Oklahoma;Seltos;Kia;Hatchback;White;Automatic;5;5;Hybrid;2021;7300;2021-06-24;2021-06
Tucson;i20;Hyundai;Hatchback;White;Manual;4;5;Diesel;2019;6600;2017-01-16;2017-01
Utah;Yodha;Tata;Truck;Blue;Manual;3;2;Petrol;2023;7100;2023-01-17;2023-01
New York;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2024;7100;2021-05-15;2021-05
Florida;Fortuner;Toyota;SUV;Black;Manual;8;5;Electric;2020;9400;2018-12-06;2018-12
Tucson;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2019;8100;2023-01-02;2023-01
Utah;Dzire;Maruti;Sedan;Black;Automatic;5;5;Diesel;2020;7000;2024-12-03;2024-12
Oklahoma;Seltos;Kia;Hatchback;Red;Manual;5;5;Diesel;2024;6100;2019-08-14;2019-08
North Carolina;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Diesel;2022;6300;2024-09-12;2024-09
Columbus;Yodha;Tata;Truck;Blue;Automatic;3;2;Diesel;2017;7800;2019-04-07;2019-04
Madison;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2020;8900;2021-04-29;2021-04
Madison;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Petrol;2021;7800;2020-05-21;2020-05
Utah;Swift;Maruti;Sedan;Blue;Manual;5;4;Petrol;2016;7300;2018-11-11;2018-11
Texas;Kags;Renault;SUV;White;Automatic;7;5;Diesel;2022;7800;2015-12-21;2015-12
Texas;i20;Hyundai;Hatchback;Blue;Manual;4;5;Hybrid;2018;7600;2024-01-01;2024-01
North Carolina;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Petrol;2018;6600;2020-03-30;2020-03
Detroit;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2020;6400;2023-01-13;2023-01
Oklahoma;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2018;7700;2020-03-31;2020-03
Utah;Hilux;Toyota;Truck;Red;Automatic;4;2;Petrol;2020;7400;2022-12-12;2022-12
Oklahoma;Hilux;Toyota;Truck;Black;Automatic;4;2;Petrol;2015;7900;2023-02-15;2023-02
Florida;Swift;Maruti;Sedan;Red;Manual;5;4;Petrol;2022;6700;2023-11-17;2023-11
Utah;Swift;Maruti;Sedan;Black;Automatic;5;4;Electric;2024;8000;2023-10-03;2023-10
Texas;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2017;9200;2024-11-12;2024-11
Philadelphia;i20;Hyundai;Hatchback;Black;Manual;4;5;Electric;2017;8200;2016-02-21;2016-02
Columbus;Creta;Hyundai;Hatchback;White;Manual;5;5;Hybrid;2020;7400;2016-05-14;2016-05
North Carolina;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2017;9200;2017-06-15;2017-06
Tucson;Dzire;Maruti;Sedan;Black;Automatic;5;5;Diesel;2022;6800;2024-08-23;2024-08
New York;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2015;8400;2016-12-07;2016-12
North Carolina;Scorpio;Mahindra;SUV;Black;Manual;5;5;Hybrid;2022;8700;2023-07-17;2023-07
Philadelphia;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2023;9100;2016-07-28;2016-07
Texas;Etriga;Maruti;Hatchback;Black;Manual;4;5;Hybrid;2015;7900;2015-11-14;2015-11
North Carolina;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Electric;2018;9600;2020-01-18;2020-01
California;Dzire;Maruti;Sedan;Red;Automatic;5;5;Petrol;2017;7200;2017-04-12;2017-04
Tennessee;i20;Hyundai;Hatchback;Red;Manual;4;5;Electric;2023;7600;2015-04-23;2015-04
Madison;Seltos;Kia;Hatchback;Gray;Manual;5;5;Hybrid;2018;7600;2024-03-16;2024-03
Texas;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Hybrid;2016;9300;2023-09-21;2023-09
San Jose;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2023;8600;2024-11-11;2024-11
Chicago;Seltos;Kia;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2019-12-09;2019-12
Oklahoma;Swift;Maruti;Sedan;Blue;Manual;5;4;Hybrid;2022;7700;2018-08-09;2018-08
North Carolina;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Electric;2015;8400;2015-12-31;2015-12
Utah;i20;Hyundai;Hatchback;Red;Manual;4;5;Hybrid;2016;7800;2024-09-01;2024-09
North Carolina;Fortuner;Toyota;SUV;Red;Manual;8;5;Diesel;2017;8300;2022-04-21;2022-04
California;Yodha;Tata;Truck;Blue;Automatic;3;2;Hybrid;2022;8200;2024-03-17;2024-03
Tucson;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2017;9200;2023-09-04;2023-09
Florida;Dzire;Maruti;Sedan;Blue;Manual;5;5;Petrol;2019;7000;2024-08-29;2024-08
Oklahoma;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2016;9800;2024-12-02;2024-12
Oklahoma;Swift;Maruti;Sedan;Blue;Automatic;5;4;Diesel;2015;7500;2023-02-27;2023-02
Texas;Seltos;Kia;Hatchback;White;Automatic;5;5;Petrol;2018;6600;2016-08-07;2016-08
Tennessee;Yodha;Tata;Truck;White;Manual;3;2;Diesel;2020;7500;2023-11-22;2023-11
North Carolina;Dzire;Maruti;Sedan;Gray;Manual;5;5;Hybrid;2023;7600;2018-01-13;2018-01
San Jose;Creta;Hyundai;Hatchback;White;Manual;5;5;Diesel;2021;6400;2020-09-22;2020-09
Utah;Yodha;Tata;Truck;Blue;Manual;3;2;Hybrid;2018;8600;2020-07-09;2020-07
California;Yodha;Tata;Truck;White;Manual;3;2;Electric;2019;9000;2017-02-02;2017-02
Denver;Fortuner;Toyota;SUV;Red;Automatic;8;5;Hybrid;2022;8700;2018-11-09;2018-11
Tucson;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2020;7500;2016-07-08;2016-07
Texas;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2018;8200;2016-12-03;2016-12
Portland;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2022;9200;2019-10-21;2019-10
Detroit;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2024;8500;2017-10-07;2017-10
Tucson;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Petrol;2024;7500;2023-09-13;2023-09
Detroit;Hilux;Toyota;Truck;Red;Manual;4;2;Petrol;2018;7600;2022-03-24;2022-03
Denver;Hilux;Toyota;Truck;Black;Manual;4;2;Petrol;2022;7200;2024-10-15;2024-10
Columbus;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2022;7700;2018-12-20;2018-12
North Carolina;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Hybrid;2017;7700;2019-11-17;2019-11
Philadelphia;Swift;Maruti;Sedan;White;Automatic;5;4;Diesel;2017;7300;2022-12-22;2022-12
North Carolina;Fortuner;Toyota;SUV;Red;Manual;8;5;Hybrid;2024;8500;2017-02-26;2017-02
Florida;Kags;Renault;SUV;Blue;Manual;7;5;Hybrid;2015;9400;2018-08-18;2018-08
Florida;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2016;9300;2015-08-04;2015-08
Denver;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Electric;2019;8500;2017-10-28;2017-10
Philadelphia;Scorpio;Mahindra;SUV;Black;Manual;5;5;Electric;2017;9700;2024-04-06;2024-04
New York;Etriga;Maruti;Hatchback;White;Manual;4;5;Hybrid;2024;7000;2022-02-23;2022-02
Texas;Yodha;Tata;Truck;Blue;Automatic;3;2;Electric;2024;8500;2020-07-26;2020-07
Florida;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Hybrid;2022;8700;2022-11-26;2022-11
Denver;Kags;Renault;SUV;Blue;Manual;7;5;Electric;2015;9900;2020-05-16;2020-05
Columbus;Hilux;Toyota;Truck;Blue;Automatic;4;2;Petrol;2015;7900;2021-11-28;2021-11
Philadelphia;Kags;Renault;SUV;Red;Automatic;7;5;Diesel;2024;7600;2019-08-07;2019-08
New York;Dzire;Maruti;Sedan;White;Manual;5;5;Hybrid;2022;7700;2022-03-09;2022-03
Tucson;Scorpio;Mahindra;SUV;White;Manual;5;5;Hybrid;2020;8900;2022-05-09;2022-05
Utah;Dzire;Maruti;Sedan;Black;Automatic;5;5;Diesel;2019;7100;2018-04-21;2018-04
Chicago;Yodha;Tata;Truck;Black;Automatic;3;2;Hybrid;2019;8500;2017-09-06;2017-09
California;Seltos;Kia;Hatchback;Red;Automatic;5;5;Petrol;2018;6600;2015-09-26;2015-09
Denver;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Diesel;2022;6800;2021-11-12;2021-11
Columbus;Creta;Hyundai;Hatchback;Black;Manual;5;5;Diesel;2016;6900;2024-04-29;2024-04
Utah;Yodha;Tata;Truck;White;Automatic;3;2;Diesel;2024;7100;2017-11-23;2017-11
North Carolina;Yodha;Tata;Truck;Red;Automatic;3;2;Petrol;2015;7900;2024-08-16;2024-08
Denver;i20;Hyundai;Hatchback;White;Manual;4;5;Diesel;2022;6300;2022-03-07;2022-03
Texas;Dzire;Maruti;Sedan;Red;Manual;5;5;Electric;2020;8400;2021-04-28;2021-04
Tucson;Hilux;Toyota;Truck;Gray;Manual;4;2;Hybrid;2023;8100;2024-09-11;2024-09
California;Thar;Mahindra;SUV;Black;Manual;5;3;Hybrid;2016;9300;2016-11-02;2016-11
Madison;Hilux;Toyota;Truck;White;Manual;4;2;Diesel;2020;7500;2019-05-22;2019-05
Portland;Thar;Mahindra;SUV;Gray;Automatic;5;3;Electric;2015;9900;2023-12-19;2023-12
Philadelphia;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Hybrid;2024;7000;2020-11-05;2020-11
Madison;Etriga;Maruti;Hatchback;Black;Manual;4;5;Electric;2019;8000;2020-01-27;2020-01
Portland;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2017;7300;2022-11-05;2022-11
Texas;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Petrol;2015;8400;2023-11-12;2023-11
North Carolina;Seltos;Kia;Hatchback;Black;Manual;5;5;Diesel;2024;6100;2022-10-28;2022-10
North Carolina;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2016;6800;2018-08-20;2018-08
Columbus;Fortuner;Toyota;SUV;Red;Automatic;8;5;Petrol;2024;7500;2015-01-18;2015-01
Oklahoma;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Petrol;2019;6500;2017-04-23;2017-04
Texas;Plato;Prazo;Convertible;Black;Automatic;2;2;Petrol;2023;8600;2024-05-07;2024-05
Utah;Thar;Mahindra;SUV;Blue;Manual;5;3;Hybrid;2019;9000;2023-07-30;2023-07
New York;Seltos;Kia;Hatchback;Gray;Manual;5;5;Diesel;2024;6100;2023-06-05;2023-06
Tucson;Seltos;Kia;Hatchback;Black;Automatic;5;5;Petrol;2015;6900;2024-10-10;2024-10
San Jose;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Diesel;2017;8300;2023-04-09;2023-04
Tennessee;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2017;8700;2023-02-05;2023-02
Tennessee;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2022;8700;2017-04-13;2017-04
North Carolina;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2018;7100;2019-03-01;2019-03
Philadelphia;Etriga;Maruti;Hatchback;Red;Manual;4;5;Diesel;2015;7000;2024-06-13;2024-06
Denver;Thar;Mahindra;SUV;Gray;Manual;5;3;Hybrid;2023;8600;2016-04-26;2016-04
Columbus;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2022;6800;2024-11-13;2024-11
California;Dzire;Maruti;Sedan;White;Manual;5;5;Hybrid;2022;7700;2024-08-16;2024-08
Oklahoma;Fortuner;Toyota;SUV;White;Manual;8;5;Petrol;2016;8300;2021-01-07;2021-01
North Carolina;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Hybrid;2020;7400;2019-03-11;2019-03
Philadelphia;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Diesel;2015;7000;2018-09-04;2018-09
Chicago;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2018;9600;2023-12-04;2023-12
San Jose;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2019;8000;2017-12-12;2017-12
Columbus;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2021;7400;2023-06-18;2023-06
Columbus;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Petrol;2023;6100;2020-04-19;2020-04
California;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2022;7700;2017-02-20;2017-02
Oklahoma;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2021;9300;2019-10-25;2019-10
Detroit;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2019;6500;2015-01-29;2015-01
Oklahoma;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Petrol;2017;8200;2015-05-04;2015-05
Oklahoma;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2022;6700;2019-03-12;2019-03
New York;Dzire;Maruti;Sedan;Black;Automatic;5;5;Hybrid;2018;8100;2021-06-03;2021-06
Florida;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2018;10600;2017-02-01;2017-02
Philadelphia;Fortuner;Toyota;SUV;White;Automatic;8;5;Electric;2023;9100;2020-03-07;2020-03
Portland;i20;Hyundai;Hatchback;White;Automatic;4;5;Electric;2021;7800;2018-03-15;2018-03
Philadelphia;Yodha;Tata;Truck;Blue;Automatic;3;2;Petrol;2019;7500;2019-12-24;2019-12
Texas;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Petrol;2019;6500;2016-03-19;2016-03
Florida;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2022;7200;2017-02-28;2017-02
Philadelphia;Plato;Prazo;Convertible;Black;Automatic;2;2;Hybrid;2016;10300;2020-12-29;2020-12
Oklahoma;Plato;Prazo;Convertible;Red;Automatic;2;2;Petrol;2022;8700;2022-11-26;2022-11
Portland;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Petrol;2018;6600;2018-06-06;2018-06
New York;Swift;Maruti;Sedan;Black;Automatic;5;4;Petrol;2018;7100;2024-06-06;2024-06
Portland;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2024;7000;2016-12-02;2016-12
Texas;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2018;8200;2022-08-16;2022-08
Detroit;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2017;9200;2024-04-16;2024-04
California;Thar;Mahindra;SUV;Black;Automatic;5;3;Electric;2023;9100;2019-05-27;2019-05
San Jose;Seltos;Kia;Hatchback;Black;Manual;5;5;Diesel;2022;6300;2015-09-16;2015-09
Utah;Creta;Hyundai;Hatchback;Black;Manual;5;5;Electric;2021;7800;2020-01-08;2020-01
California;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Petrol;2023;7600;2022-07-19;2022-07
Tucson;Thar;Mahindra;SUV;Gray;Automatic;5;3;Electric;2022;9200;2017-03-29;2017-03
San Jose;Seltos;Kia;Hatchback;Blue;Manual;5;5;Petrol;2016;6800;2022-10-07;2022-10
California;Fortuner;Toyota;SUV;Red;Manual;8;5;Petrol;2023;7600;2018-05-01;2018-05
Utah;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2020;8000;2024-01-10;2024-01
Detroit;Scorpio;Mahindra;SUV;White;Automatic;5;5;Diesel;2019;8100;2023-04-08;2023-04
San Jose;Thar;Mahindra;SUV;Blue;Automatic;5;3;Hybrid;2020;8900;2023-06-22;2023-06
North Carolina;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2024-12-01;2024-12
Madison;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Petrol;2020;6400;2023-06-13;2023-06
Tucson;Fortuner;Toyota;SUV;White;Manual;8;5;Hybrid;2019;9000;2021-05-25;2021-05
New York;Fortuner;Toyota;SUV;Gray;Manual;8;5;Petrol;2023;7600;2018-02-04;2018-02
Philadelphia;Plato;Prazo;Convertible;Black;Automatic;2;2;Electric;2015;10900;2016-03-22;2016-03
Tennessee;Swift;Maruti;Sedan;Blue;Automatic;5;4;Petrol;2023;6600;2022-12-02;2022-12
California;Plato;Prazo;Convertible;Gray;Manual;2;2;Diesel;2015;9500;2023-08-08;2023-08
Denver;Yodha;Tata;Truck;Gray;Automatic;3;2;Petrol;2016;7800;2019-09-13;2019-09
Columbus;Creta;Hyundai;Hatchback;White;Manual;5;5;Hybrid;2023;7100;2024-06-15;2024-06
Tennessee;Yodha;Tata;Truck;Blue;Automatic;3;2;Hybrid;2022;8200;2015-07-18;2015-07
Detroit;Swift;Maruti;Sedan;White;Automatic;5;4;Petrol;2015;7400;2021-01-15;2021-01
Madison;Yodha;Tata;Truck;White;Manual;3;2;Hybrid;2021;8300;2024-02-29;2024-02
Oklahoma;Dzire;Maruti;Sedan;White;Automatic;5;5;Hybrid;2018;8100;2018-12-21;2018-12
New York;Swift;Maruti;Sedan;Blue;Manual;5;4;Electric;2019;8500;2015-02-15;2015-02
Chicago;Dzire;Maruti;Sedan;Red;Automatic;5;5;Hybrid;2017;8200;2024-12-04;2024-12
Texas;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Petrol;2018;8100;2024-02-22;2024-02
Chicago;Hilux;Toyota;Truck;Blue;Automatic;4;2;Hybrid;2017;8700;2016-12-04;2016-12
Portland;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Diesel;2018;6700;2016-11-26;2016-11
Oklahoma;Fortuner;Toyota;SUV;Black;Manual;8;5;Hybrid;2018;9100;2022-01-28;2022-01
Oklahoma;Plato;Prazo;Convertible;White;Automatic;2;2;Diesel;2024;8600;2017-10-20;2017-10
Detroit;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2016;9800;2019-08-31;2019-08
Philadelphia;Etriga;Maruti;Hatchback;White;Manual;4;5;Petrol;2022;6200;2016-12-10;2016-12
Portland;i20;Hyundai;Hatchback;Red;Automatic;4;5;Petrol;2019;6500;2020-05-28;2020-05
Oklahoma;Kags;Renault;SUV;Black;Manual;7;5;Petrol;2020;7900;2019-11-25;2019-11
North Carolina;Dzire;Maruti;Sedan;White;Automatic;5;5;Electric;2020;8400;2020-11-09;2020-11
New York;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Electric;2016;8300;2020-03-23;2020-03
Chicago;Swift;Maruti;Sedan;Black;Automatic;5;4;Hybrid;2018;8100;2016-08-06;2016-08
New York;i20;Hyundai;Hatchback;Black;Automatic;4;5;Electric;2020;7900;2021-01-08;2021-01
Tennessee;i20;Hyundai;Hatchback;Black;Automatic;4;5;Diesel;2016;6900;2022-02-19;2022-02
Tucson;Yodha;Tata;Truck;Black;Automatic;3;2;Diesel;2018;7700;2022-11-20;2022-11
